ID|FirstName|LastName|AuthorInfo|Quotation|Subject
435|Mark|Twain|1835-1910, American Humorist, Writer|We must annex those people. We can afflict them with our wise and beneficent government. We can introduce the novelty of thieves, all the way up from street-car pickpockets to municipal robbers and Government defaulters, and show them how amusing it is to arrest them and try them and then turn them loose -- some for cash and some for ''political influence.'' We can make them ashamed of their simple and primitive justice. We can make that little bunch of sleepy islands the hottest corner on earth, and array it in the moral splendor of our high and holy civilization. Annexation is what the poor islanders need. ''Shall we to men benighted, the lamp of life deny?''|Empire
436||Virgil|c. 70 - 19 BC, Roman Poet|Roman, remember that you shall rule the nations by your authority, for this is to be your skill, to make peace the custom, to spare the conquered, and to wage war until the haughty are brought low.|Empire
437|Dame  Barbara|Ward|1914-1981, British Journalist, Economist, Conservationist|There is no human failure greater than to launch a profoundly important endeavor and then leave it half done. This is what the West has done with its colonial system. It shook all the societies in the world loose from their old moorings. But it seems indifferent whether or not they reach safe harbor in the end.|Empire
438|Evelyn|Waugh|1903-1966, British Novelist|Other nations use ''force''; we Britons alone use ''Might.''|Empire
439|George  M.|Adams|1878-1962, American Author|There are high spots in all of our lives and most of them have come about through encouragement from someone else. I don't care how great, how famous or successful a man or woman may be, each hungers for applause.|Encouragement
440|William|Arthur||Flatter me, and I may not believe you. Criticize me, and I may not like you. Ignore me, and I may not forgive you. Encourage me, and I may not forget you.|Encouragement
441|Johann  Wolfgang|Von Goethe|1749-1832, German Poet, Dramatist, Novelist|Correction does much, but encouragement does more. Encouragement after censure is as the sun after a shower.|Encouragement
442|Elizabeth|Harrison||Those who are lifting the world upward and onward are those who encourage more than criticize.|Encouragement
443|Sidney|Madwed|American Speaker, Consultant, Author, Poet|The finest gift you can give anyone is encouragement. Yet, almost no one gets the encouragement they need to grow to their full potential. If everyone received the encouragement they need to grow, the genius in most everyone would blossom and the world would produce abundance beyond the wildest dreams. We would have more than one Einstein, Edison, Schweitzer, Mother Theresa, Dr. Salk and other great minds in a century.|Encouragement
444||Ovid|BC 43-18 AD, Roman Poet|The spirited horse, which will try to win the race of its own accord, will run even faster if encouraged.|Encouragement
445|Source|Unknown||A word of encouragement during a failure is worth more than an hour of praise after success.|Encouragement
446|Source|Unknown||Most of the high spots in our lives come about through encouragement. I don't care how great, how famous, how successful a man may be, he hungers for applause.|Encouragement
447|Booker  T.|Washington|1856-1915, American Black Leader and Educator|I believe that any man's life will be filled with constant and unexpected encouragement, if he makes up his mind to do his level best each day, and as nearly as possible reaching the high water mark of pure and useful living.|Encouragement
448|Tom|Cruise|1962-, American Actor|Nothing ends nicely, that's why it ends.|Ending
449|Source|Unknown||The end is never as satisfying as the journey. To have achieved everything but to have done so without integrity and excitement is to have achieved nothing.|Ending
450|Georges|Bernanos|1888-1948, French Novelist, Political Writer|The first sign of corruption in a society that is still alive is that the end justifies the means.|Ends and Means
451|Eric|Hoffer|1902-1983, American Author, Philosopher|We have perhaps a natural fear of ends. We would rather be always on the way than arrive. Given the means, we hang on to them and often forget the ends.|Ends and Means
452|Leon|Trotsky|1879-1940, Russian Revolutionary|The end may justify the means as long as there is something that justifies the end.|Ends and Means
453|Duke  of|Wellington Arthur Wellesley|1769-1852, British Statesman, Military Leader|Hard pounding, gentlemen: but we shall see who can pound the longest.|Endurance
454|Marcus|Aurelius|121-80 AD, Roman Emperor, Philosopher|Nothing happens to any man that he is not formed by nature to bear.|Endurance
455|William|Barclay|1907-1978, Scottish Theologian, Religious Writer, Broadcaster|Endurance is not just the ability to bear a hard thing, but to turn it into glory.|Endurance
456|Bertolt|Brecht|1898-1956, German Dramatist, Poet|People are too durable, that's their main trouble. They can do too much to themselves, they last too long.|Endurance
457||Buddha|568-488 BC, Founder of Buddhism|Endurance is one of the most difficult disciplines, but it is to the one who endures that the final victory comes.|Endurance
458|Lord|Byron|1788-1824, British Poet|Prolonged endurance tames the bold.|Endurance
459|Thomas|Campbell|1777-1844, Scottish Poet|To bear is to conquer our fate.|Endurance
460|Edwin  Hubbel|Chapin|1814-1880, American Author, Clergyman|Not in achievement, but in endurance, of the human soul, does it show its divine grandeur and its alliance with the infinite.|Endurance
461|Charles|Dickens|1812-1870, British Novelist|The men who learn endurance, are they who call the whole world, brother.|Endurance
462|John|Dryden|1631-1700, British Poet, Dramatist, Critic|Since every man who lives is born to die, and none can boast sincere felicity, with equal mind, what happens, let us bear, nor joy nor grieve too much for things beyond our care.|Endurance
463|Albert|Einstein|1879-1955, German-born American Physicist|I know quite certainly that I myself have no special talent; curiosity, obsession and dogged endurance, combined with self-criticism have brought me to my ideas.|Endurance
464|Thomas|Fuller|1608-1661, British Clergyman, Author|What cannot be altered must be borne, not blamed.|Endurance
465|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Enthusiasm is the mother of effort, and without it nothing great was ever achieved.|Enthusiasm
466|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Every great and commanding movement in the annals of the world is due to the triumph of enthusiasm. Nothing great was ever achieved without it.|Enthusiasm
467|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Nothing great was ever achieved without enthusiasm.|Enthusiasm
468|Desiderius|Erasmus|c.1466-1536, Dutch Humanist|Great eagerness in the pursuit of wealth, pleasure, or honor, cannot exist without sin.|Enthusiasm
469|Malcolm  S.|Forbes|1919-1990, American Publisher, Businessman|People who never get carried away should be.|Enthusiasm
470|Henry|Ford|1863-1947, American Industrialist, Founder of Ford Motor Company|Enthusiasm is the yeast that makes your hopes shine to the stars. Enthusiasm is the sparkle in your eyes, the swing in your gait. The grip of your hand, the irresistible surge of will and energy to execute your ideas.|Enthusiasm
471|Joseph|Collins||By starving emotions we become humorless, rigid and stereotyped; by repressing them we become literal, reformatory and holier-than-thou; encouraged, they perfume life; discouraged, they poison it.|Emotions
472|Joseph|Conrad|1857-1924, Polish-born British Novelist|It is very difficult to be wholly joyous or wholly sad on this earth. The comic, when it is human, soon takes upon itself a face of pain; and some of our grieves... have their source in weaknesses which must be recognized with smiling compassion as the common inheritance of us all.|Emotions
473|Charles|Dickens|1812-1870, British Novelist|There are strings in the human heart that had better not be vibrated.|Emotions
474||Dogen||Do not arouse disdainful mind when you prepare a broth of wild grasses; do not arouse joyful mind when you prepare a fine cream soup.|Emotions
475|Margaret|Drabble|1939-, British Novelist|You learn to put your emotional luggage where it will do some good, instead of using it to shit on other people, or blow up aeroplanes.|Emotions
476|Max|Eastman|American Commentator, Writer|Emotion is the surest arbiter of a poetic choice, and it is the priest of all supreme unions in the mind.|Emotions
477|T.  S.|Eliot|1888-1965, American-born British Poet, Critic|Our emotions are only ''incidents in the effort to keep day and night together.|Emotions
478|Johann  Wolfgang|Von Goethe|1749-1832, German Poet, Dramatist, Novelist|All the knowledge I possess everyone else can acquire, but my heart is all my own.|Emotions
479||Horace|BC 65-8, Italian Poet|If you would have me weep, you must first of all feel grief yourself.|Emotions
480|Og|Mandino|1923-1996, American Motivational Author,  Speaker|If I feel depressed I will sing. If I feel sad I will laugh. If I feel ill I will double my labor.  If I feel fear I will plunge ahead. If I feel inferior I will wear new garments. If I feel uncertain I will raise my voice. If I feel poverty I will think of wealth to come. If I feel incompetent I will think of past success. If I feel insignificant I will remember my goals. Today I will be the master of my emotions.|Emotions
481|Friedrich|Nietzsche|1844-1900, German Philosopher|We find nothing easier than being wise, patient, superior. We drip with the oil of forbearance and sympathy, we are absurdly just, we forgive everything. For that very reason we ought to discipline ourselves a little; for that very reason we ought to cultivate a little emotion, a little emotional vice, from time to time. It may be hard for us; and among ourselves we may perhaps laugh at the appearance we thus present. But what of that! We no longer have any other mode of self-overcoming available to us: this is our asceticism, our penance.|Emotions
